name,config_id,barcode,description,primary_image_url,sku_id,brand_name
Black Contrast Trim Top,CABLCOTRTO,8904468840012,"Tired of tops that dig, shift, or require endless layering?

The Contrast Crop Top has you coveredâliterally. With a built-in crop top, contrast seams, and a trendy cropped fit, itâs equal parts stylish and functional. The moisture-wicking fabric keeps you cool, while adjustable straps ensure a perfect fit. Designed for low-intensity workouts or effortlessly chic outings, itâs the one-and-done piece your",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/CABLCOTRTO/1.jpg,CAP8865042593,Cava
Kapiva Organic Cow Ghee (500 ML),KAPORCOGH,8906082524248,Kapiva Organic Ghee is made of cow milk and helps in holistic nutrition and well-being. These cows are of the Gir origin and grass fed to ensure the purity of the ghee you get in every bottle.,https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/KAPORCOGH/1.jpg,ARP8993494789,KAPIVA
Freddie Mr. Bad Guy,THFRMRBAGU,8904469103970,"Sizing Details 

EU
UK 
FOOT-LENGTH

35
2

22.2 cm/8.7 inch

36
3
22.9 cm/9 inch

37
4
23.6 cm/9.29 inch

38
5
24.3 cm/9.56 inch

39
6
25 cm/9.84 inch

40
7
25.7 cm/10.11 inch

41
8
26.4 cm/10.39 inch

Product Details 

Sole- Tunit Rubber

Upper- Vegan patent leather

Elevation- 9.0 cm/ 3.5 inch

Country of origin - India

Dimension of the product: 24cm x 9cm x 15cm",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/THFRMRBAGU/1.jpg,TAP6911961690,Theater
PurplFrog - Blame Me Again. I Dare You (Brown),Blame Me Again. I Dare You__Brown,PF500394,"This tee is for the cosmic wanderers, the ones blamed for dreaming too big or moving too boldly. But astrology reminds us—the brightest stars are born from chaos, and some missions are too sacred to explain.
“What’s the mission? Blame me again?”
It’s a challenge, a vow, a knowing smirk. For those who keep showing up, even when misunderstood. You remember: your chart is a map, and your soul chose this path.
So let them blame you. Let them wonder. You’ve always known what you’re here for.

DETAILS &amp; SPECS

Fabric: 100% COTTON FRENCH TERRY
Weight: 240GSM
Print Technology: PUFF PRINT
Base Color: Light Brown

*Note: Color of the actual product may vary from the image 

WASH CARE",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/Blame%20Me%20Again.%20I%20Dare%20You__Brown/1.png,PAP6117701992,PurplFrog
Contemponari-Helios Jacket-Black,COCOHEJABL,8900004085,"A long-sleeved coat with a crew neck and a statement button closure. Features an overlapping front panel design and a boxy fit with dropped shoulders, offering a structured, voluminous silhouette.

Fabric: Acrylic wool
Wash &amp; Care: Dry Clean Only
Colour: Black
Model Height and Garment size: Model Height: 5'6""Model is wearing a size “S”",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/COCOHEJABL/1.jpg,SPL7917695543,Contemponari
X Lows ASH,x-lows-ash,726684038664,"Comet X Lows ASH explores restraint and refinement through a palette of muted greys and soft blues, inspired by smouldering embers and weathered stone. The understated contrast creates a design that feels timeless while remaining relevant to everyday wardrobes. The classic white base paired with subtle detailing lends visual clarity, while breathable microfiber and mesh layers support comfort across extended wear. An ever-soft grip and roomy toe box ensure relaxed movement from morning commutes to evening outings. At its foundation sits SpaceWalk™, Comet’s signature three-layer sole system, combining a durable insole, ultra-cushioned foam and a lightweight rubber outsole. Grooved textures enhance traction and abrasion resistance for stable steps throughout the day.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/x-lows-ash/1.jpg,GMP4083633300,COMET
X Lows GOBLIN,x-lows-goblin,726684034840,"Comet X Lows GOBLIN draws from folklore and forest mythology, translating legendary character into a modern sneaker silhouette. Emerald green panels reflect woodland inspiration, while black detailing references nocturnal themes for a bold yet balanced finish. A cream-toned base grounds the colour palette, ensuring the design remains wearable across everyday settings while retaining its distinctive personality. The result is a sneaker that blends imaginative storytelling with street-ready appeal. Built for daily comfort, the pair includes an ever-soft grip, a roomy toe box and SpaceWalk™, Comet’s signature three-layer sole system. A durable insole sits atop ultra-cushioned foam and is enclosed within a lightweight rubber outsole, while textured grooves enhance traction and abrasion resistance for confident movement.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/x-lows-goblin/1.jpg,GMP7275248331,COMET
Men's Solid Quick Dry Slim Fit Performance Polo POL-OKIME-WH,BW_BEA_OKIME_WHITE_01,8905826231015,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}

Color: White

Fit: Slim fit

Occasion: Casual

Sleeve: Short sleeves

Neck: Polo collar with button placket

Material: 88.7% Nylon, 11.3% Spandex

Button Placket: Three-Press button placket

Wash care: Machine wash cold, gentle cycle

Design Details: Subtle branding with Seamless Edges, Texture suitable for performance wear.

Specification: Moisture-Wicking, 4 Way Stretch, Breathable, Odor Control.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_BEA_OKIME_WHITE_01/1.jpg,BHC4618442304,Bear House
3D Blossom shirt,SIPL1731_WHITE,SIPL1731-WHITE-S,"Elevate your wardrobe with our 3D Blossom Shirt designed to bring a vibrant touch to your style. Adorned with exquisite flower embroidery, it boasts a playful and fun-loving vibe. The intricate floral details add a touch of elegance, making it a perfect choice for both casual and semi-formal occasions.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/SIPL1731_WHITE/1.jpg,SIP2683800150,Style Island
karma,TSHIRT/KARMA__Black,PBWSOR0000149,"DETAILS.

Composition

250 gsm, 100% organic cotton

Fit

korean oversized

FEATURES

soft heavyweight fabric

knit: looper (french terry)

collar: derby

bio-silicon washed for water repellency

colour fastened for better durability

PRINT

export velvet on the front and back

CARE INSTRUCTIONS.

WASH CARE

machine cold wash.

wash separately.

wash with similar colours.

dry inside out flat in shade.

laundry care.

iron in low heat.

do not iron on the print.

SIZE CHART (INCHES)

SIZE
CHEST
LENGTH
SLEEVES
SHOULDER

XS
42
25
8
21

S
44
26
8.5
22

M
46
27
9
23

L
48
28
9.5
24

XL
50
29
10
25

XXL
52
30
10.5
26",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/sokabl/1.jpg,TLC6491496396,sorta
Aeon Turquoise,aeon-turquoise,726684033089,Comet AEON TURQUOISE blends pale green and tranquil blue tones into a refined colour-block palette that delivers a composed yet expressive aesthetic. Sharp paneling and balanced contrasts create a modern profile suitable for both casual wear and everyday movement.,https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/aeon-turquoise/1.jpg,GMP5134922135,COMET
Meow Mauve Shorts set Loungewear,BW_MAS_SLEEPWEAR_MAUVE_01,NSSHRY-2132-S,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}
This two-piece set includes a loose-fit shirt and shorts made from soft, breathable rayon fabric. The shirt features a resort collar, a button-down front, gently dropped shoulders, and elbow-length sleeves. It has a straight-cut hem with small side slits for ease. The bottoms have a covered elastic waistband and discreet side pockets, offering a relaxed yet flattering silhouette.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_MAS_SLEEPWEAR_MAUVE_01/1.jpg,BBB5938904972,Masha
Scarf Wrap Top,BW_PAS_SCARFWRAP_RED_02,PM000157,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}
Top with a scarf wrap halter neck detailing and back zip",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_PAS_SCARFWRAP_RED_02/1.jpg,PML7610258798,PAST MODERN 
"BE COOL, HONEY BUNNY VALKYRE JACKET",VJAC-BECOLHONBUN,VJAC-BECOLHONBUN_S,"Upgrade your wardrobe with this versatile and stylish jacket, designed for a modern and effortless look. Crafted with attention to comfort and durability, this jacket is perfect for layering across seasons. Its structured silhouette and comfortable fit make it suitable for casual outings, travel, or everyday wear. Pair it with jeans, skirts, or dresses to create a chic and confident style statement.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/VJAC-BECOLHONBUN/1.jpg,V8528761122,VALKYRE
Brown Dual Shade Adapt Hoodie,CABRDUSHADHO,8904468810343,"From chill mode to out-the-door in style!

This hoodie features super soft fabric and a cozy hood that adapts effortlessly to your day. With stylish drawcords and soft ribbed cuffs, itâs perfect for everything from lounging around at home to heading out on your next adventure. Designed for comfort and versatility, its relaxed fit makes it travel-friendly, keeping you cozy on the go. Wherever youâre headed, this hoodie has you covered in both style and comfort!",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/CABRDUSHADHO/1.jpg,CAP2229855546,Cava
Men's Solid Cotton Skinny Fit Jean DBN-SABE-DB,BW_BEA_SABE_DARKBLUE_01,8905826261944,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}

Color: Dark Blue with Mid Fade

Material: 73% Cotton, 25% Polyester, 2% Spandex

Fit: Skinny Fit

Pockets: Standard 5-pocket style

Waist Style: Button and Zipper closure with belt loops

Rise: Mid-rise, sits comfortably on the waist

Stretch: Slight stretch for added comfort

Branding: Subtle branding on the back pocket

Care Instructions: Machine washable, easy to maintain",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_BEA_SABE_DARKBLUE_01/1.jpg,BHC6860614726,Bear House
Jiro Black,THJIBL,8904469105516,"Upper- Canvas

Elevation- 3.0 cm/ 1.2 inch

Country of Origin- India

Dimension of the product: 26cm x 9cm x 7cm",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/THJIBL/1.jpg,TAP7097482660,Theater
Rareism Women's Ronz Off White Viscose Round Neck Embroidered Relaxed Fit Top,BW_RAR_RAREISMRONZOFFW_OFFWHITE_01,8909196187033,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}
This womens top from RAREISM features a clean and understated design that blends naturally into everyday wear. Its subtle detailing keeps the look balanced and modern. A dependable choice for achieving an effortless appearance.

Viscose

Relaxed Fit

Embroidered

Crew Neck

SIZE
 The model (Chest-34, Waist-28, Hips-38, Height-178 cms) is wearing a size XS.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_RAR_RAREISMRONZOFFW_OFFWHITE_01/1.jpg,RTP5990794857,Rareism
Black Plie Pleated Skort,CABLPLPLSK,8904468836268,"What Makes It So Good
The Pleated Skort combines style and functionality effortlessly, offering a high-waist fit with a wide waistband for all-day comfort. Its pleated outer layer creates a free-flowing, elegant look, while the built-in shorts with two patch pockets on either side provide secure support and practicality. Designed with sweat-wicking fabric and a hip-shaping seam at the back, this skort enhances your silhouette while keeping you fresh during your dance routines, outdoor activities, sports, or casual outings. Lightweight and made to twirl in, it's the perfect choice for movement and style.

Reasons to Adore It
2-layer design, 2 side pockets, Hip-shaping seam, Lightweight, Elastic waistband, Versatile, Wide waistband, Moisture-wicking, Twirlable

Fit Information
High waist, Flowy outer layer, secure built-in shorts. Wear-tested by our in-house team for the perfect fit.

Materials
Fabric Composition: Outer layer: 89% polyester and 11% spandex with 100 GSM, Inner layer: 85% nylon and 15% spandex with 210 GSM

Wash Care &amp; Other Info
Wash with similar colours to keep me bright! Treat me gently with a delicate machine wash. Avoid ironing me—I like to stay wrinkle-free! No dry cleaning, please. I'm not a fan of bleach—let's stay pure! Tumble dry me on low for a cosy finish. Thank you so much for keeping me in top shape!❤️
Disclaimer: Colours may slightly vary due to lighting and dye batch differences.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/CABLPLPLSK/1.jpg,CAP4381081598,Cava
Sheru Shirt,BW_HOU_BAGGYFITSHIRT_WHITE_01,PBWHOM00000025,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}
Product Information

Baggy Fit button down shirt

Hand embroidered bead work

Crochet detailed sleeves

Composition - 100% Pure Cotton

Model height 5""7 wearing size bigger

Product/print color may slightly vary due to photographic lighting sources or phone/computer settings

Pick a size with a 9-10 inch gap between your body and garment measurements (For a baggy fit)

Care Instructions

Wash: Hand wash separately in cold water (≤ 30°C)

Detergent: Use mild, non-bleach detergent

Do Not: Soak, wring, or scrub

Dry: Dry flat in shade; do not tumble dry

Iron: Iron inside out at low heat (≤ 110°C); do not iron directly on print or embellishments

Dry Clean: Optional – recommended for longevity

Note: This garment is made from finely woven cotton with delicate hand beading and digital prints. Handle with care.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_HOU_BAGGYFITSHIRT_WHITE_01/1.jpg,HOM6463025523,House Of Mae
Thank You Farmer Rice Pure Cream In Ampoule,ththyofaripucrinam,8809454982588,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}
This innovative “cream-in-ampoule” treatment features a dual-layer formula: one part hydrating ampoule, one part nourishing cream. Shake to activate the layers, then apply to enjoy intensely moisturised, radiant skin. With rice extract and niacinamide, it tackles dullness, dehydration and uneven tone, while leaving a dewy, healthy finish. Perfect for use after toner or as part of your night routine. Suitable for normal, combination and dry skin types.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/ththyofaripucrinam/1.jpg,SCP9357704264,Thank You Farmer
ELISA SHIRT,BW_STI_ELISA_SAND_01,SS-2805,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}
Ivory shirt with embroidery dori",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_STI_ELISA_SAND_01/1.jpg,JMP1389920820,STITCH STORIES
Bow Me Over Oversized PJ Set,BW_MAS_BOWMEOVER_BLUE_01,NSPJRN-2161-M,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}
Get ready to feel like a million bucks (without spending it) in our satin touch oversized shirt and pajama set. This set promises a luxurious experience that's as comfy as it is chic. Fit: Oversized Fit, Fabric: 100% Polyester with Satin finish, Model is wearing Medium Size, Includes: Shirt and Bottom, Elasticated waist with pockets and loose fit for ultimate comfort. NOTE: Size &amp; Fit info: It's an oversized fit, you can try a size smaller too as per your preference, Please check the size chart before you buy.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_MAS_BOWMEOVER_BLUE_01/1.jpg,BBB8745716425,Masha
MID-AIR MADNESS' VALKYRE HAND PAINTED JACKET,VJAC-MIDAIRMADNESS,VJAC-MIDAIRMADNESS_XL,"Upgrade your wardrobe with this versatile and stylish jacket, designed for a modern and effortless look. Crafted with attention to comfort and durability, this jacket is perfect for layering across seasons. Its structured silhouette and comfortable fit make it suitable for casual outings, travel, or everyday wear. Pair it with jeans, skirts, or dresses to create a chic and confident style statement.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/VJAC-MIDAIRMADNESS/1.jpg,V1495215083,VALKYRE
Catalonia Beige,THCABE,8904469119025,"Sizing Details 

EU
UK 
FOOT-LENGTH

35
2

22.2 cm/8.7 inch

36
3
22.9 cm/9 inch

37
4
23.6 cm/9.29 inch

38
5
24.3 cm/9.56 inch

39
6
25 cm/9.84 inch

40
7
25.7 cm/10.11 inch

41
8
26.4 cm/10.39 inch

42
9
27.1 cm/10.66 inch

Please order your usual size as this shoe runs true to size.

Product Details 

Sole- TPR

Upper- Faux Suede

Country of Origin- India

Dimension of the product: 24cm x 7cm x 9cm",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/THCABE/1.jpg,TAP4499481184,Theater
Minimalist CPH Complex + Oligopeptide 0.8% Anti-Dandruff Serum,MIMICPCOOL08ANDASE50,8906128100955,"Minimalist CPH Complex + Oligopeptide 0.8% Anti-Dandruff Serum

 Targets Dandruff • Controls Oil • Soothes Scalp

 A pre-shampoo scalp serum powered with Oligopeptide-29, Climbazole &amp; Salicylic
 Acid to fight dandruff, calm irritation and rebalance oily scalps.

 Why It Works

 Minimalist CPH Complex + Oligopeptide 0.8% Anti-Dandruff Serum delivers a
 science-backed approach to scalp health by targeting dandruff at its root.

 Oligopeptide-29 provides antimicrobial action, while the triple-active blend
 of Climbazole, Piroctone Olamine and Elestab combats flakes and
 itchiness effectively. Salicylic Acid gently exfoliates buildup, unclogs
 follicles and refreshes the scalp, while Capryloyl Glycine regulates excess
 sebum to maintain a healthy scalp environment.

 Key Benefits

 Reduces dandruff &amp; visible flakes

 Soothes scalp irritation &amp; itchiness

 Controls excess oil &amp; sebum

 Gently exfoliates buildup

 Supports a healthy scalp environment

 Suitable for all hair &amp; scalp types

 Premium Ingredient Sources

 ✔ Climbazole sourced from Symrise, Germany

 Ideal For

Hair/Scalp Type: All types

Concerns: Dandruff, scalp irritation &amp; excess sebum

Age: 15+ years

 Consumer Study Results

 45% reduction in dandruff in 4 weeks

 38% reduction in scalp irritation in 4 weeks

 *Based on studies conducted by suppliers &amp; independent researchers. Actual results
 may vary.

 Dermatologist Tested

 ✔ Patch-tested under dermatologist supervision

 How To Use

 Apply directly to the scalp 1 hour before shampooing. Part hair in sections, massage
 gently and leave on for an hour. Rinse off thoroughly with shampoo.

 For best results, apply on affected areas 3–4 times a week.

 When to Use: AM or PM • Every time you shampoo your hair

 Pro Tip: Use consistently for at least 4 weeks to see visible reduction in
 flakes and scalp discomfort.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/MIMICPCOOL08ANDASE50/1.jpg,USP5063605265,Minimalist
Gully Number 001 The Revisit - Papla Green for Women,gugunu00threpagrfowo,GL1_REV_PAP_W_40,"Gully Number 001 – The Revisit | Papla Green

 A modern revival of the iconic Gully Number 001 with heritage-inspired craftsmanship

 Product Description

 The Gully Number 001 – The Revisit Papla Green brings back the spirit of the original Gully Number 001 with refreshed design details and refined craftsmanship. Inspired by the OG silhouette, this sneaker blends timeless aesthetics with everyday street style.

 Crafted with a premium genuine leather upper and detailed with the signature Gully Labs monogram embroidery, the sneaker features traditional Kantha-style stitching that reflects heritage artistry. The natural rubber sole and hand-stitched construction ensure durability and comfort, making it perfect for daily wear.

 Key Features

 Premium genuine leather upper

 Gully Labs monogram embroidered on the side

 Classic Kantha-style stitching for heritage detailing

 Embroidered Gully Labs logo on suede patch

 Back tab monogram and signature tongue label

 Hand-stitched sole for enhanced craftsmanship

 Natural rubber sole for comfort and durability

 What’s in the Box

 New refreshed Gully Labs box design

 Extra set of laces

 Muslin cloth dust bag

 Additional exclusive goodies",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/gugunu00threpagrfowo/1.jpg,GIP5012661479,Gully Labs
f*#k the system! - white.,TSHIRT/SYSTEM/3D__White,PBWSOR0000379,"DETAILS.

Composition

250 gsm, 100% organic cotton

Fit

korean oversized

FEATURES

soft heavyweight fabric

knit: looper (french terry)

collar: derby

bio-silicon washed for water repellency

colour fastened for better durability

PRINT

export digital print on the front.

proprietary 3D print at the back.

CARE INSTRUCTIONS.

WASH CARE

machine cold wash.

wash separately.

wash with similar colours.

dry inside out flat in shade.

laundry care.

iron in low heat.

do not iron on the print.

SIZE CHART (INCHES)

SIZE
CHEST
LENGTH
SLEEVES
SHOULDER

XS
42
25
8
21

S
44
26
8.5
22

M
46
27
9
23

L
48
28
9.5
24

XL
50
29
10
25

XXL
52
30
10.5
26",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/sotssywh/1.jpg,TLC8926235872,sorta
Caliber Set of 2 (Cabin & Medium) -Ocean Blush,UBJ_CALIB_OCBLU,8901229019229,"Meet Caliber, your upgrade in motion - Crafted from unbreakable polycarbonate with 360° glide wheels, it’s made to move with ease. A spacious interior and USB charging make packing smarter and traveling smoother.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/UBJ_CALIB_OCBLU/1.webp,SI(3619844899,Urban Jungle
Whiskey Tales Blue Embroidered Shirt,HAWHTABLEMSH,240012271,"The Whiskey Tales Embroidered Shirt is a celebration of sophistication and leisure. Featuring a unique, embroidered design of ice cubes and whiskey glasses, this shirt exudes charm and elegance. Perfect for dinner dates, house parties, or a relaxed evening out, itâ€™s your go-to piece for standing out with effortless style and a touch of indulgence.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/HAWHTABLEMSH/1.jpg,HLP2703069301,Hamptons
